Age,Gender,Introversion.Score,Sensing.Score,Thinking.Score,Judging.Score,Interest,Personality,IE
24,Female,0.72054,4.185536246,9.84105,0,Technology,INTP,I
36,Male,2.38863,6.45672211,2.47874,5.79180631,Arts,ISFP,I
31,Male,1.51049,6.172436246,1.61015,4.752292103,Unknown,ISFP,I
33,Female,3.9132,4.461646474,6.69218,6.328587761,Unknown,ENTJ,E
27,Female,0.92534,6.203066397,8.24724,6.912112235,Technology,ISTJ,I
26,Female,4.58139,6.239594034,2.13006,4.838423064,Sports,ESFP,E
33,Female,1.08498,5.469666988,3.70062,6.261189807,Arts,INFJ,I
31,Male,1.75277,6.104247264,1.84143,5.353026333,Technology,ISFP,I
26,Male,1.78763,4.839529684,6.60093,6.14106762,Arts,INTJ,I
26,Male,5.70658,4.802669622,3.37655,3.440483977,Unknown,ENFP,E
36,Male,5.29011,6.709089972,9.32644,7.188712414,Unknown,ISTJ,I
40,Female,8.81648,5.806510812,8.175,6.17564224,Technology,ENTJ,E
28,Male,3.45,6.829636101,6.16665,4.495294508,Others,ISFP,I
22,Female,7.978,4.871777312,4.17578,4.333100689,Others,ENFP,E
27,Female,1.3071,4.874488414,7.57026,6.839354831,Arts,INTJ,I
37,Male,1.47583,6.171316499,3.8795,3.654142709,Arts,ISFP,I
33,Male,3.88774,6.888237112,0.06182,6.022208101,Technology,ESFJ,E
23,Female,6.32719,7.852651361,6.0282,4.438311777,Others,ESTP,E
20,Male,5.25145,5.357784148,9.74833,6.044828803,Unknown,INTP,I
38,Male,2.94935,7.20035459,7.83521,4.297947724,Unknown,ISTP,I
28,Male,8.20378,6.497660856,4.67929,5.27318422,Others,ESFP,E
23,Male,4.92648,6.592162737,8.4023,6.115154051,Arts,ISTJ,I
33,Male,6.17558,3.299434216,0.72597,2.445749259,Unknown,ENFP,E
22,Male,1.23977,5.269874066,8.15085,4.345587881,Unknown,INTP,I
23,Male,5.57075,6.256584824,6.34466,4.72307784,Others,ISFP,I
37,Female,1.20704,6.225215476,9.94353,6.114181878,Arts,ISTJ,I
35,Female,2.12346,6.943051597,0.87433,5.061813306,Others,ISFP,I
32,Female,1.61228,6.270827347,6.38198,3.407226981,Unknown,ISTP,I
39,Female,9.15842,6.75350905,2.1816,5.629966924,Sports,ESFJ,E
26,Male,2.85684,6.750542277,4.77904,7.175135392,Arts,ISFJ,I
24,Male,2.92995,5.504595922,8.1132,6.664842795,Technology,INTJ,I
28,Female,5.40796,7.669776371,4.96882,6.286785262,Sports,ESFJ,E
43,Female,5.98241,6.939911262,9.86609,3.931068595,Technology,ESTP,E
35,Female,7.81314,4.491442177,8.4102,6.157257092,Arts,ENTJ,E
35,Female,5.07087,7.750548902,1.44415,5.115713864,Arts,ESFP,E
37,Female,1.72398,7.37159764,9.66821,6.47052638,Technology,ISTJ,I
27,Male,7.28267,7.827208399,2.14461,6.18262113,Arts,ESFJ,E
25,Female,7.40344,6.193409445,5.34005,4.076372616,Arts,ENTP,E
26,Male,1.744,6.57939432,8.44797,3.457103381,Unknown,ISTP,I
29,Female,5.48136,8.77966131,6.94248,6.091336868,Others,ESTJ,E
22,Female,0.01989,5.110201061,6.0302,6.033690977,Unknown,INTJ,I
21,Male,3.01594,6.294393121,9.4386,6.503713287,Arts,INTJ,I
23,Male,1.06858,6.986114803,7.41991,2.667390245,Unknown,INTP,I
19,Female,6.42559,6.056469133,8.42237,7.480971248,Unknown,ENTJ,E
24,Female,0.94887,4.199429822,7.78609,6.539082529,Arts,INTJ,I
33,Female,1.70504,7.344419566,0.81788,4.174668191,Arts,ISFP,I
26,Male,8.21727,1.939922447,7.54272,5.322534417,Unknown,ENTP,E
32,Male,6.92187,5.279067809,9.00858,4.593124868,Technology,ENTP,E
38,Male,0.35336,2.507412621,0.65096,5.521789898,Technology,INFP,I
37,Female,4.66474,6.100218824,3.30165,5.095501726,Unknown,ESFP,E
25,Female,0.07362,6.328145075,8.9838,4.560752674,Unknown,ISTP,I
31,Female,1.69157,6.950419237,6.60742,6.208952016,Unknown,ISTJ,I
24,Female,8.13627,4.602789252,3.79441,5.218868683,Arts,ENFP,E
28,Male,8.96474,4.29246627,9.87624,5.581864888,Unknown,ENTP,E
29,Female,9.67298,6.156088464,9.76533,6.2498823,Technology,ESTJ,E
28,Male,6.63314,4.462871721,0.4896,7.233159855,Sports,ENFJ,E
29,Male,3.85586,5.326230913,6.38818,3.938425387,Unknown,INFP,I
39,Female,1.98137,4.962288742,6.87452,3.120942537,Arts,INTP,I
24,Female,8.3523,6.376026071,8.41339,6.531400112,Others,ESTP,E
33,Male,1.31603,6.777746702,9.1946,3.943936254,Arts,ISTP,I
23,Male,0.35834,4.969266136,7.16336,6.15084233,Sports,INTJ,I
27,Male,1.19298,5.997983549,8.29922,5.658924152,Unknown,INTP,I
23,Male,2.29011,6.036316079,9.47395,5.379875645,Technology,INTP,I
26,Male,8.15346,4.563830888,2.46035,5.59696374,Unknown,ENFP,E
27,Female,7.90718,3.831622626,5.62913,7.283432658,Unknown,ENTP,E
29,Male,0.98361,2.335145438,6.22246,5.318633349,Arts,INTP,I
22,Male,1.26999,6.092308535,0.82606,3.112065396,Unknown,INFP,I
25,Female,0.7621,5.783517298,3.1603,4.319688658,Technology,INFP,I
24,Female,5.20791,6.234685717,4.77064,6.043570791,Technology,ENFJ,E
25,Female,0.25398,6.988092025,8.89174,6.147463677,Unknown,ISTJ,I
25,Male,4.00914,5.806747237,5.90342,5.990438447,Arts,INTP,I
34,Male,7.23547,3.839127383,2.4894,5.71713785,Others,ENFP,E
28,Female,2.59619,4.321673525,2.49346,5.728200241,Unknown,INFP,I
25,Female,8.13801,6.402846952,8.87422,6.369063496,Technology,ESTP,E
28,Female,3.91847,6.515916428,9.43986,8.02464577,Unknown,ESTJ,E
26,Female,6.89724,6.502212921,0.32978,6.744154204,Unknown,ESFP,E
24,Female,6.19482,5.036876216,6.43619,5.916245497,Unknown,ENTP,E
31,Male,2.50971,3.553177415,4.95748,2.583133178,Sports,INFP,I
31,Male,2.96227,5.643242655,3.56269,5.468373149,Sports,INFJ,I
23,Male,4.95731,5.548973252,4.28109,6.926968037,Sports,ENFJ,E
30,Male,0.31039,4.626021009,2.92732,4.234421787,Unknown,INFP,I
30,Male,8.72286,6.265332236,7.26401,5.231900466,Others,ESTP,E
31,Female,4.30514,4.698403434,6.73861,4.64011616,Technology,INTP,I
33,Female,1.8698,7.131950611,4.56999,5.604203378,Arts,ISTP,I
23,Male,0.64836,5.497353063,6.98496,4.501418044,Arts,INTP,I
28,Female,6.66517,3.801355794,1.51161,2.706990265,Sports,ENFP,E
29,Female,7.07252,4.349421499,4.92133,4.50260882,Unknown,ENFP,E
25,Female,9.14274,6.208680868,6.96,5.445447469,Technology,ESTP,E
28,Male,0.78478,6.811847153,3.38849,1.778129722,Technology,ISFP,I
27,Male,2.59251,6.381069479,8.39801,6.421003437,Technology,ISTJ,I
29,Female,2.9377,6.24082928,6.14732,2.914246755,Unknown,ISTP,I
25,Male,1.99277,3.333925778,2.60168,6.229637194,Arts,INFJ,I
26,Female,2.02296,6.228169226,9.41146,4.447574126,Others,ISTP,I
24,Male,9.02225,4.308628457,0.45904,6.495806208,Sports,ENFJ,E
20,Male,0.60879,4.677298795,0.55292,6.543842303,Unknown,INFJ,I
21,Female,5.90817,3.528753609,8.4373,5.083587869,Others,ENTP,E
24,Female,7.10934,6.423644656,8.75825,5.601896472,Sports,ESTJ,E
29,Female,9.69164,6.68620933,5.89479,4.778732714,Others,ESTP,E
23,Female,3.59241,5.184879216,9.52127,5.661892641,Unknown,INTP,I
32,Female,3.60501,6.041464517,8.55054,6.286205801,Unknown,ENTJ,E
27,Male,9.89198,6.742159943,7.33679,3.280461575,Sports,ESTP,E
30,Male,0.96455,3.837620741,5.61795,5.937476096,Unknown,INFP,I
37,Female,4.16394,5.356761935,5.8996,4.641024752,Technology,INTP,I
29,Female,6.40967,5.181297149,6.87717,5.801411699,Others,ENTP,E
23,Male,5.23313,3.669780608,0.0841,5.35608481,Others,INFP,I
21,Female,3.16485,5.46585868,5.78563,4.809082518,Sports,INTP,I
26,Male,5.72393,4.639471715,5.64222,4.932204766,Unknown,ENFP,E
23,Male,1.35464,5.910709321,3.48327,6.543778184,Unknown,INFJ,I
29,Male,1.26513,6.408740355,8.44333,2.151020794,Sports,ISTP,I
41,Male,4.75543,5.832876291,9.8527,6.639257584,Arts,ENTJ,E
40,Female,2.5359,6.519952632,8.93449,5.681048771,Others,ISTP,I
26,Male,3.90949,4.69325102,5.78718,5.587070161,Others,INFP,I
22,Female,8.38128,5.005604701,1.49023,6.423990302,Arts,ENFJ,E
30,Female,6.06441,7.04706782,2.19277,6.68371977,Others,ESFJ,E
21,Male,2.16974,4.771795195,3.68565,3.986657039,Unknown,INFP,I
34,Male,2.66391,6.109699868,6.81701,6.230863848,Unknown,ISTJ,I
27,Female,6.63865,6.207992329,3.25313,6.05164292,Arts,ESFJ,E
20,Male,0.63659,6.088037991,5.26337,5.517061946,Sports,INFP,I
26,Female,7.46788,6.596803526,6.46832,4.558316288,Unknown,ESTP,E
31,Male,5.9775,6.65559116,7.16216,6.144221727,Others,ESTJ,E
30,Female,8.1377,7.502521401,3.36934,5.253935445,Arts,ESFP,E
24,Male,1.45117,6.270807308,6.49075,5.428707306,Technology,ISFP,I
37,Female,2.30609,7.24962067,8.05342,5.796952995,Arts,ISTP,I
34,Female,4.26963,4.832220232,9.33099,3.130979827,Unknown,ENTP,E
36,Female,1.70548,6.270785185,2.25059,5.035107128,Sports,ISFJ,I
31,Male,2.74062,7.467577821,9.24911,2.920183593,Technology,ISTP,I
20,Female,1.57709,4.117024039,6.89054,6.211398938,Unknown,INTJ,I
24,Female,6.28009,4.820824716,0.32105,7.308813511,Unknown,ENFJ,E
22,Male,7.73982,5.260831063,4.88704,6.241761902,Unknown,ENFJ,E
25,Female,2.06642,6.481129041,3.33072,6.537945182,Unknown,ISFJ,I
24,Female,7.93489,7.51767283,8.23837,5.375967839,Unknown,ESTP,E
24,Male,9.12642,7.001140109,0.76344,6.235144735,Unknown,ENFJ,E
29,Female,1.05902,6.784877002,1.01089,7.284010774,Sports,ISFJ,I
26,Female,6.46008,6.442990706,0.5589,7.102274426,Others,ESFP,E
28,Male,4.87132,7.722376645,8.84922,7.268777085,Unknown,ISTJ,I
31,Female,0.24729,7.551309996,6.03185,6.237825369,Sports,ISTJ,I
27,Female,0.26581,6.247401295,5.13333,6.246966016,Unknown,ISFJ,I
20,Male,3.42488,3.274931809,2.65124,6.646875746,Unknown,INFJ,I
24,Male,6.59173,7.178217086,7.46413,6.341216073,Unknown,ESTJ,E
24,Male,0.90608,7.363711189,8.6478,3.918504132,Unknown,ISTP,I
23,Male,3.64269,4.213942356,4.79035,6.518425222,Arts,INFJ,I
25,Female,4.15996,5.783900915,4.55229,2.755511126,Unknown,INFP,I
32,Male,9.88513,6.1778326,1.27897,5.850530684,Arts,ESFP,E
26,Male,4.64755,6.519267607,7.40822,3.855112975,Others,ISTP,I
33,Female,3.27103,6.157009091,4.08359,6.461993227,Arts,ISFJ,I
33,Female,7.81567,6.555197547,1.48793,1.795090646,Others,ESFP,E
24,Female,9.58003,6.265051523,4.77377,5.696531425,Sports,ESFJ,E
23,Female,8.03353,5.32159213,1.24153,5.264136691,Unknown,ENFP,E
23,Male,2.5685,6.45166671,7.51762,3.73708131,Unknown,ISTP,I
34,Female,2.63975,6.770834266,9.92381,6.110580097,Technology,ISTJ,I
25,Female,5.33988,7.646198714,6.66914,6.136081499,Unknown,ESTJ,E
28,Female,2.17824,6.339419909,6.1032,6.565036603,Unknown,ISTJ,I
21,Male,9.16648,5.475730493,2.51574,4.555569303,Technology,ENFP,E
19,Male,3.71098,5.848040391,0.65994,2.220518165,Arts,INFP,I
21,Female,4.64051,4.985274502,0.92879,5.814621932,Technology,ENFP,E
25,Male,0.32527,6.137982784,8.21063,2.847719465,Unknown,ISTP,I
31,Male,0.16156,6.588586321,1.28166,5.658554167,Sports,ISFJ,I
30,Male,9.90645,5.820903072,3.88395,5.975071987,Unknown,ENFP,E
30,Male,4.56753,4.520848442,3.21689,6.101853807,Others,INFJ,I
24,Male,8.34372,5.693980315,1.2823,7.271560927,Unknown,ENFJ,E
27,Female,5.15395,7.549686126,7.87358,5.697242035,Arts,ESTP,E
31,Female,7.19861,6.777731745,3.51942,5.722171531,Sports,ESFJ,E
34,Female,4.3712,7.07259321,7.8782,6.106694459,Unknown,ESTJ,E
29,Female,6.88817,3.782706515,8.51654,3.228862259,Unknown,ENTP,E
27,Male,3.71682,6.305089024,8.9863,5.301913546,Sports,ESTJ,E
21,Male,8.7939,4.891941739,7.47223,3.174570831,Unknown,ENTP,E
33,Male,2.71458,4.914897134,3.15964,6.287160983,Unknown,INFJ,I
33,Male,2.1283,7.068825302,3.51349,5.600643527,Others,ISFP,I
29,Female,0.51063,6.496690815,9.57716,8.252622256,Others,ISTJ,I
22,Male,4.62674,4.69827472,8.14707,4.354512823,Arts,ENTP,E
25,Male,8.39113,5.500148257,9.00463,5.706362071,Sports,ENTJ,E
27,Female,0.94561,5.495087341,4.83429,6.563846476,Others,INFJ,I
24,Male,6.73843,6.522606633,9.32483,5.955766456,Sports,ENTJ,E
34,Male,3.09097,7.286049389,4.78468,6.356989838,Technology,ISFJ,I
34,Female,5.48198,5.445576589,5.84918,6.24643131,Others,ENTJ,E
31,Male,2.65478,6.76086644,1.37332,6.760034765,Unknown,ISFJ,I
20,Male,4.07697,6.928667127,6.65886,6.869798148,Arts,INTJ,I
22,Female,0.48803,7.005301249,7.68143,4.257642204,Others,ISTP,I
28,Male,5.49064,2.073968976,5.66267,6.476723669,Arts,INTJ,I
36,Female,8.19567,6.630679033,9.77404,6.450333958,Unknown,ESTJ,E
27,Male,3.25092,7.422523719,8.86398,4.514985774,Unknown,ISTP,I
31,Male,6.34601,6.212619886,1.72403,4.541956303,Unknown,ESFP,E
23,Male,9.84607,5.918958274,7.81302,6.584424167,Arts,ENTJ,E
28,Female,8.10466,7.389479752,1.08907,4.816603946,Sports,ESFP,E
28,Female,4.25638,6.049901634,2.15392,4.742291663,Unknown,INFP,I
26,Male,1.29967,5.105817687,2.76281,4.678432925,Unknown,INFP,I
26,Male,5.68395,7.179442153,1.44517,5.051586699,Technology,ENFP,E
25,Male,3.23154,7.4399546,8.00864,6.077599671,Unknown,ISTJ,I
27,Male,7.46261,5.173904213,2.3996,2.22092097,Unknown,ENFP,E
28,Female,9.41835,6.403533622,8.08107,6.395965547,Technology,ESTJ,E
29,Male,2.96912,3.753531045,7.03214,3.767195717,Unknown,INTP,I
27,Male,4.3787,6.22097289,8.93706,4.619683943,Others,ESTP,E
34,Male,3.27518,4.789120004,8.73204,3.6413288,Unknown,INTP,I
28,Female,4.66062,5.758696027,3.01823,6.222997931,Technology,ENFJ,E
26,Female,3.78311,5.262685188,8.45692,6.617612595,Sports,ENTJ,E
21,Female,4.57712,5.767507815,4.70875,6.985403161,Arts,ENTJ,E
30,Female,3.34286,3.742818541,3.42113,2.900991446,Arts,INFP,I
34,Female,4.3059,6.156286394,2.73984,6.001581708,Others,ESFJ,E
24,Male,1.4478,7.150677908,6.80795,4.946520993,Technology,INTP,I
21,Male,0.04545,7.013033737,4.5354,4.786347827,Technology,INFP,I
26,Female,2.35747,6.771056725,7.38484,5.611799259,Unknown,ISTP,I
23,Male,9.26767,6.044210237,8.55609,6.011435417,Unknown,ENTJ,E
24,Male,7.35139,6.64009673,0.91341,4.13928505,Arts,ESFP,E
30,Male,0.46206,5.344576285,2.72917,6.532692269,Unknown,INFJ,I
32,Female,3.01995,7.241903855,7.78057,6.022272472,Technology,ISTP,I
29,Male,3.3483,6.510234317,8.69009,6.53819569,Unknown,ISTJ,I
34,Female,8.71175,6.796416407,9.94116,6.099393473,Unknown,ESTJ,E
29,Male,1.13411,2.586564863,1.72316,6.113931809,Sports,INFJ,I
29,Female,6.1657,6.168044257,9.00979,8.101067415,Others,ESTJ,E
27,Male,3.34024,6.681262153,3.72902,5.46845665,Technology,ISFP,I
29,Male,4.46329,4.390909164,8.92039,6.345594506,Others,INTJ,I
21,Female,7.90907,5.681417276,7.38053,4.428267969,Others,ENTP,E
27,Female,2.40982,6.985686829,4.12817,7.075805335,Others,ISFJ,I
25,Male,9.06627,6.408225168,9.79668,7.061199206,Arts,ESTJ,E
21,Male,2.34663,5.723524458,2.82698,6.558661497,Unknown,INFJ,I
35,Male,2.62791,6.687766989,8.18393,6.857846436,Arts,ISTJ,I
28,Male,3.17314,3.503573613,9.68939,5.965692344,Others,INTP,I
27,Male,1.36918,5.302207947,5.54383,5.471392942,Unknown,INFP,I
18,Male,2.88453,2.704500377,9.81147,4.554923001,Unknown,INTP,I
27,Male,5.95987,2.579322111,3.33353,3.95167289,Arts,ENFP,E
28,Female,1.21922,6.641163971,9.70252,5.861120767,Arts,ISTP,I
26,Male,4.02955,6.615151946,4.30062,6.050376162,Unknown,ESFJ,E
28,Female,4.51535,6.178902139,2.5099,6.566493885,Others,ESFJ,E
27,Female,3.60024,7.178789398,5.96245,5.086641744,Unknown,ESTP,E
27,Female,0.93589,6.724202478,9.38327,1.747410005,Sports,ISTP,I
21,Male,8.89657,4.454210977,7.65902,5.454007295,Sports,ENTJ,E
34,Male,7.00833,5.552055049,6.6337,6.509785544,Arts,ENTP,E
26,Male,4.69589,7.041015159,3.95799,2.916128006,Technology,ISFP,I
25,Female,1.46353,5.114894701,2.10225,5.406977152,Sports,INFJ,I
23,Female,5.75006,6.377352868,8.02351,6.388768925,Others,ENTJ,E
27,Male,2.16451,6.995479517,3.53358,4.677807827,Unknown,ISFP,I
22,Male,6.84852,6.704345155,9.4498,6.098193567,Arts,ESTJ,E
30,Female,8.07483,7.052775586,1.39895,5.281427942,Unknown,ESFP,E
22,Female,1.19118,6.395632616,2.61137,3.06040629,Sports,ISFP,I
42,Female,7.00953,3.876302897,5.16011,6.203838695,Unknown,ENFP,E
29,Female,6.06139,7.01404905,6.4202,6.462269579,Arts,ESTJ,E
38,Female,1.97268,6.432084177,3.25499,6.665926371,Technology,ISFJ,I
33,Female,7.69947,6.35499721,9.71797,5.891988064,Unknown,ESTP,E
21,Male,7.21429,5.437053741,6.43945,3.04311769,Unknown,ENFP,E
29,Female,4.40598,7.028226364,1.08532,4.473054378,Others,ESFP,E
29,Female,2.84187,3.9848277,3.69876,6.725129167,Sports,ENFP,E
36,Female,3.97287,6.47007855,5.65449,5.626880613,Sports,ESTJ,E
29,Male,7.61938,6.651807585,7.3322,6.884117851,Others,ESTJ,E
33,Female,4.01608,6.748256233,4.60293,5.666493926,Unknown,ESFP,E
29,Female,4.09339,3.574765864,6.88793,6.778686714,Unknown,ENTJ,E
26,Male,3.14954,1.923843248,7.72344,3.565647393,Technology,INTP,I
20,Female,0.61654,1.794363795,6.02456,5.950658493,Sports,INTJ,I
25,Male,8.47845,6.98468756,7.07479,5.832906428,Unknown,ENTP,E
27,Male,5.40155,6.6137938,0.60761,5.995981685,Others,ESFP,E
30,Male,9.96323,6.713561806,3.25025,6.201806899,Arts,ESFJ,E
37,Female,2.35302,3.378521363,7.04734,5.72581858,Others,INTP,I
26,Male,3.99999,6.255218968,7.90342,4.610279338,Technology,ESTP,E
26,Female,7.78318,6.479399906,6.63647,3.617409904,Sports,ESTP,E
26,Male,9.34887,6.637411843,8.18195,7.071863837,Unknown,ESTJ,E
29,Female,1.62774,6.804416266,0.63873,6.070214312,Arts,ISFJ,I
26,Female,8.9072,5.807141944,9.02987,5.148116735,Unknown,ENTP,E
26,Female,9.11476,6.231591892,4.45727,3.426481249,Unknown,ESFP,E
34,Male,3.22485,6.505919401,5.80983,4.882604706,Sports,ISFP,I
21,Female,1.75046,6.06077603,7.90571,6.424085841,Technology,INTJ,I
28,Female,2.24614,4.316951168,3.21151,6.933662578,Unknown,INFJ,I
25,Male,0.60579,4.059469821,9.42782,6.446214667,Unknown,INTJ,I
26,Male,7.54255,4.720051918,2.91201,6.012802455,Unknown,ENFJ,E
25,Female,2.55238,4.536169478,2.18089,5.522334495,Unknown,INFP,I
21,Male,2.71378,3.101801231,2.51957,4.564484885,Technology,INFP,I
27,Male,7.95617,6.292279434,8.7548,6.609625948,Unknown,ESTJ,E
24,Female,5.90658,4.812248741,6.5884,6.221968849,Arts,ENTJ,E
38,Female,3.13038,4.862144277,5.16293,4.443338455,Technology,INFP,I
30,Female,7.09017,6.546306949,0.80539,3.350490036,Arts,ESFP,E
23,Male,6.09487,5.175669779,1.23557,6.859375397,Technology,ENFJ,E
27,Male,8.84738,6.757576349,5.83706,7.459633508,Unknown,ESFJ,E
34,Male,6.77416,5.517119007,7.1114,2.625376165,Unknown,ENTP,E
32,Female,4.17966,3.425953752,2.09428,0.586679365,Arts,INFP,I
24,Male,7.63275,7.539098531,0.28053,6.614750342,Sports,ESFJ,E
25,Male,9.56351,5.257982913,9.90486,3.700868594,Unknown,ENTP,E
24,Male,1.59704,4.036374619,5.38064,4.546876005,Sports,INFP,I
30,Female,4.2779,7.343388976,4.48444,6.083441086,Unknown,ESFJ,E
30,Male,3.03263,7.175610468,5.14515,5.910475496,Unknown,ISFP,I
26,Male,2.34912,6.254471762,8.56622,6.087355801,Arts,ISTP,I
27,Female,1.09006,6.108367861,5.14557,4.546180555,Unknown,ISFP,I
30,Male,0.09447,6.29582774,2.76823,6.514936371,Others,ISFJ,I
26,Female,1.21859,6.240278275,5.18606,5.128465663,Sports,ISFJ,I
27,Female,2.00802,6.181634669,1.93362,6.451068947,Unknown,ISFJ,I
41,Female,3.32289,6.200537599,5.13797,6.071445441,Arts,ISTJ,I
25,Male,8.65628,6.875267741,7.75613,3.864049071,Sports,ESTP,E
34,Female,2.63975,6.770834266,9.92381,6.110580097,Technology,ISTJ,I
29,Male,9.33496,4.824470975,1.98253,6.194272339,Unknown,ENFJ,E
34,Female,1.60249,6.707968797,7.92955,6.587004093,Technology,ISTJ,I
39,Male,6.88442,7.952897594,9.9169,2.297388352,Arts,ESTP,E
20,Female,3.75895,6.086567706,9.37472,5.870443041,Sports,ENTJ,E
24,Male,5.3247,5.411930327,3.66418,4.418053005,Unknown,ENFP,E
26,Male,1.0233,5.009728144,3.70478,6.320635686,Unknown,INFJ,I
34,Female,6.0637,3.877463375,9.89282,6.882486238,Arts,ENTJ,E
20,Male,9.37728,4.006739778,1.10533,8.461041761,Technology,ENFJ,E
38,Male,8.45937,6.101167667,5.13818,1.101162914,Unknown,ESFP,E
36,Female,4.06831,6.550057628,8.84782,4.615824816,Unknown,ESTP,E
26,Female,5.1044,6.190136165,5.93573,6.808134701,Arts,ESTP,E
23,Male,5.13082,4.881637832,9.68999,5.281111504,Sports,ENTJ,E
27,Male,1.62531,5.55601939,6.77075,5.145415277,Unknown,INTP,I
26,Female,0.20847,6.692144824,4.36608,2.909809273,Sports,INFP,I
43,Male,5.14774,6.110065328,7.94417,4.204928324,Others,ESTP,E
26,Male,3.21362,5.098083556,7.92747,4.406718426,Others,INTP,I
23,Male,0.93291,6.61117536,2.74545,7.417448079,Others,ISFJ,I
29,Male,0.20381,6.15812272,8.58179,2.646391557,Arts,ISTP,I
26,Male,2.49279,6.549984042,5.33531,5.313391545,Arts,ISFP,I
22,Male,3.17414,6.818947894,2.55285,6.735081365,Arts,INFJ,I
34,Male,4.52601,6.916079413,9.78631,3.266479374,Others,ISTP,I
27,Female,0.37555,3.604858518,5.97713,0.896532195,Unknown,INTP,I
31,Female,4.79764,6.493547906,0.61223,6.535557182,Arts,ESFJ,E
20,Female,4.15496,5.688370165,1.04012,6.372402084,Unknown,INFJ,I
23,Female,0.36512,4.111701323,8.69944,2.13393075,Arts,INTP,I
36,Female,5.76406,7.112877535,0.40537,4.040034331,Others,ESFP,E
22,Female,5.81375,5.382402771,2.92057,1.386335684,Others,ENFP,E
39,Male,9.10952,4.405059035,6.5217,6.205995797,Others,ENTJ,E
23,Male,6.77871,2.075957733,8.21541,6.254155846,Unknown,ENTJ,E
25,Male,3.39875,4.872203869,2.02024,4.319860359,Unknown,INFP,I
23,Male,4.87666,7.649569186,6.70759,2.51527428,Arts,ESTP,E
39,Male,4.1544,6.481312397,2.88508,1.244542649,Unknown,ESFP,E
22,Male,9.59855,3.175990806,3.38468,4.126057754,Unknown,ENFP,E
27,Male,3.28925,7.968419076,3.64478,4.056489221,Technology,ISFP,I
38,Female,9.27155,6.752074837,5.70884,6.016415512,Unknown,ESTJ,E
30,Female,6.3028,7.189747233,8.83182,6.535215586,Sports,ESTJ,E
29,Female,4.37092,6.704302798,6.42983,6.30761904,Arts,ISTJ,I
25,Female,9.15682,4.983213948,3.2035,7.240530234,Sports,ENFJ,E
30,Male,0.85499,6.826816566,8.01387,5.472100452,Unknown,ISTP,I
25,Male,8.57211,6.523977048,9.0564,5.907155175,Unknown,ESTP,E
25,Male,4.5716,7.52341301,4.12838,7.482012056,Others,ESFJ,E
24,Female,7.84162,4.370931892,9.88457,5.995304966,Others,ENTP,E
26,Male,4.66835,7.204229837,9.77268,6.43535869,Others,ISTJ,I
22,Male,1.21855,3.393880231,2.26289,4.316357405,Unknown,INFP,I
35,Female,4.66446,6.657883132,8.64596,4.901280569,Arts,ESTP,E
28,Male,7.94575,6.199957767,1.27746,4.740880238,Others,ESFP,E
32,Female,0.68252,6.290716198,8.3428,6.720274463,Unknown,ISTJ,I
27,Female,3.37929,6.660945177,7.48027,6.433435127,Unknown,ISTJ,I
41,Female,5.41241,5.322335837,0.98436,6.293571753,Unknown,ENFJ,E
22,Male,3.04938,6.87591748,9.44931,4.096133171,Unknown,INTP,I
22,Male,8.80884,3.004449711,7.39734,6.26048728,Others,ENTJ,E
22,Male,2.89151,5.010169061,4.13726,6.423486907,Arts,INFJ,I
24,Male,7.89693,6.365976206,7.45043,6.872160457,Arts,ESTJ,E
20,Male,6.42609,3.8933114,4.96444,1.828511035,Technology,ENFP,E
31,Male,0.18187,6.857619754,0.99903,6.027164845,Unknown,ISFJ,I
28,Male,1.51395,6.515649272,1.41678,3.922366651,Arts,ISFP,I
24,Female,4.39499,6.342273574,6.29957,3.287148874,Unknown,ESTP,E
26,Female,0.15581,7.881210947,4.65877,3.30246298,Technology,ISFP,I
27,Male,2.08837,5.708705018,2.19057,6.394364766,Arts,INFJ,I
27,Female,1.23773,5.44869785,0.71644,5.264314766,Sports,INFJ,I
28,Female,5.73734,5.143809696,4.75853,6.119874487,Technology,ENFJ,E
22,Male,9.3977,7.301669704,6.61562,6.764637208,Sports,ENTJ,E
40,Female,7.23399,8.138675979,3.94596,6.701786989,Unknown,ESFJ,E
29,Male,0.02907,7.112513162,4.38428,5.239429124,Sports,ISFJ,I
24,Female,4.51105,5.415380289,8.62996,2.239502254,Unknown,ENTP,E
27,Male,6.28883,6.489223233,4.69516,6.339138721,Technology,ESFJ,E
27,Male,1.61185,5.577641857,7.54344,5.229180187,Sports,INTJ,I
28,Female,2.34145,7.538571839,7.28061,6.159677934,Others,ISTJ,I
34,Female,5.13804,6.641888694,6.61389,4.19514002,Arts,ESTP,E
33,Male,9.73817,6.302408216,8.17468,3.160957981,Others,ESTP,E
41,Female,9.9357,6.478892992,6.55715,5.261700229,Sports,ESTJ,E
32,Male,2.06199,6.257643575,3.11441,6.036378531,Unknown,ISFJ,I
27,Female,1.70908,6.960221288,9.01693,1.934131053,Unknown,ISTP,I
23,Male,2.56865,5.909112882,6.97621,6.580781362,Sports,INTJ,I
22,Male,8.34713,5.58029736,8.5454,3.985985377,Technology,ENTP,E
29,Male,3.0907,7.1871635,9.95878,7.571851156,Arts,ISTJ,I
22,Male,4.55114,5.347288429,3.70033,6.230109124,Arts,INFJ,I
23,Male,6.85555,6.058070137,7.61207,7.742681499,Unknown,ENTJ,E
